November 8th|ACTORS IN A PLAY|“Remember that you are an actor in a play, playing a character according to the will of the playwright—if a short play, then it’s short; if long, long. If he wishes you to play the beggar, play even that role well, just as you would if it were a cripple, a honcho, or an everyday person. For this is your duty, to perform well the character assigned you. That selection belongs to another.” —EPICTETUS, ENCHIRIDION, 17
November 9th|ALL IS FLUID|“The universe is change. Life is opinion.” —MARCUS AURELIUS, MEDITATIONS, 4.3.4b
November 10th|ALWAYS THE SAME|“Think by way of example on the times of Vespasian, and you’ll see all these things: marrying, raising children, falling ill, dying, wars, holiday feasts, commerce, farming, flattering, pretending, suspecting, scheming, praying that others die, grumbling over one’s lot, falling in love, amassing fortunes, lusting after office and power. Now that life of theirs is dead and gone . . . the times of Trajan, again the same . . .” —MARCUS AURELIUS, MEDITATIONS, 4.32
November 11th|IT’S NOT THE THING, IT’S WHAT WE MAKE OF IT|“When you are distressed by an external thing, it’s not the thing itself that troubles you, but only your judgment of it. And you can wipe this out at a moment’s notice.” —MARCUS AURELIUS, MEDITATIONS, 8.47
November 12th|THE STRONG ACCEPT RESPONSIBILITY|“If we judge as good and evil only the things in the power of our own choice, then there is no room left for blaming gods or being hostile to others.” —MARCUS AURELIUS, MEDITATIONS, 6.41
November 13th|NEVER COMPLAIN, NEVER EXPLAIN|“Don’t allow yourself to be heard any longer griping about public life, not even with your own ears!” —MARCUS AURELIUS, MEDITATIONS, 8.9
November 14th|YOU CHOOSE THE OUTCOME|“He was sent to prison. But the observation ‘he has suffered evil,’ is an addition coming from you.” —EPICTETUS, DISCOURSES, 3.8.5b–6a
November 15th|EVERYTHING IS CHANGE|“Meditate often on the swiftness with which all that exists and is coming into being is swept by us and carried away. For substance is like a river’s unending flow, its activities continually changing and causes infinitely shifting so that almost nothing at all stands still.” —MARCUS AURELIUS, MEDITATIONS, 5.23
November 16th|HOPE AND FEAR ARE THE SAME|“Hecato says, ‘cease to hope and you will cease to fear.’ . . . The primary cause of both these ills is that instead of adapting ourselves to present circumstances we send out thoughts too far ahead.” —SENECA, MORAL LETTERS, 5.7b–8
November 17th|JUDGE NOT, LEST . . .|“When philosophy is wielded with arrogance and stubbornly, it is the cause for the ruin of many. Let philosophy scrape off your own faults, rather than be a way to rail against the faults of others.” —SENECA, MORAL LETTERS, 103.4b–5a
November 18th|FOUR HABITS OF THE STOIC MIND|“Our rational nature moves freely forward in its impressions when it: 1) accepts nothing false or uncertain; 2) directs its impulses only to acts for the common good; 3) limits its desires and aversions only to what’s in its own power; 4) embraces everything nature assigns it.” —MARCUS AURELIUS, MEDITATIONS, 8.7
November 19th|MAXIMS FROM THREE WISE MEN|“For any challenge we should hold three thoughts at our command: ‘Lead on God and Destiny, To that Goal fixed for me long ago. I will follow and not stumble; even if my will is weak I will soldier on.’” —CLEANTHES “Whoever embraces necessity count as wise, skilled in divine matters.” —EURIPIDES “If it pleases the gods, so be it. They may well kill me, but they can’t hurt me.” —PLATO’S CRITO AND APOLOGY —EPICTETUS, ENCHIRIDION, 53
November 20th|BEHOLD, NOW AS EVER|“If you’ve seen the present, you’ve seen all things, from time immemorial into all of eternity. For everything that happens is related and the same.” —MARCUS AURELIUS, MEDITATIONS, 6.37
November 21st|ONCE IS ENOUGH, ONCE IS FOREVER|“A good isn’t increased by the addition of time, but if one is wise for even a moment, they will be no less happy than the person who exercises virtue for all time and happily passes their life in it.” —CHRYSIPPUS QUOTED BY PLUTARCH IN MORALIA: “AGAINST THE STOICS ON COMMON CONCEPTIONS,” 1062 (LOEB, P. 682) Perhaps wisdom and happiness are like winning a medal in the Olympics. It doesn’t matter whether you won a hundred years ago or ten minutes ago, or whether you won just once or in multiple events. It doesn’t matter whether someone beats your time or score down the road, and it doesn’t matter whether you never compete again. You’ll always be a medalist, and you’ll always know what it feels like. No one can take that away—and it would be impossible to feel more of that feeling. The Juilliard-trained actor Evan Handler, who not only survived acute myeloid leukemia but also severe depression, has talked about his decision to take antidepressants, which he did for a deliberately brief time. He took them because he wanted to know what true, normal happiness felt like. Once he did, he knew he would stop. He could go back to the struggle like everyone else. He had the ideal for a moment and that was enough. Perhaps today will be the day when we experience happiness or wisdom. Don’t try to grab that moment and hold on to it with all your might. It’s not under your control how long it lasts. Enjoy it, recognize it, remember it. Having it for a moment is the same as having it forever.
November 22nd|THE GLASS IS ALREADY BROKEN|“Fortune falls heavily on those for whom she’s unexpected. The one always on the lookout easily endures.” —SENECA, ON CONSOLATION TO HELVIA, 5.3
November 23rd|ATTACHMENTS ARE THE ENEMY|“In short, you must remember this—that if you hold anything dear outside of your own reasoned choice, you will have destroyed your capacity for choice.” —EPICTETUS, DISCOURSES, 4.4.23
November 24th|TRAIN TO LET GO OF WHAT’S NOT YOURS|“Whenever you experience the pangs of losing something, don’t treat it like a part of yourself but as a breakable glass, so when it falls you will remember that and won’t be troubled. So too, whenever you kiss your child, sibling, or friend, don’t layer on top of the experience all the things you might wish, but hold them back and stop them, just as those who ride behind triumphant generals remind them they are mortal. In the same way, remind yourself that your precious one isn’t one of your possessions, but something given for now, not forever . . .” —EPICTETUS, DISCOURSES, 3.24.84–86a
November 25th|FUNNY HOW THAT WORKS OUT|“As for me, I would choose being sick over living in luxury, for being sick only harms the body, whereas luxury destroys both the body and the soul, causing weakness and incapacity in the body, and lack of control and cowardice in the soul. What’s more, luxury breeds injustice because it also breeds greediness.” —MUSONIUS RUFUS, LECTURES, 20.95.14–17
November 26th|THE ALTAR OF NO DIFFERENCE|“We are like many pellets of incense falling on the same altar. Some collapse sooner, others later, but it makes no difference.” —MARCUS AURELIUS, MEDITATIONS, 4.15
November 27th|THE PLEASURE OF TUNING OUT THE NEGATIVE|“How satisfying it is to dismiss and block out any upsetting or foreign impression, and immediately to have peace in all things.” —MARCUS AURELIUS, MEDITATIONS, 5.2
November 28th|IT’S NOT ON THEM, IT’S ON YOU|“If someone is slipping up, kindly correct them and point out what they missed. But if you can’t, blame yourself—or no one.” —MARCUS AURELIUS, MEDITATIONS, 10.4
November 29th|YOU’RE GOING TO BE OK|“Don’t lament this and don’t get agitated.” —MARCUS AURELIUS, MEDITATIONS, 7.43
November 30th|FOLLOW THE LOGOS|“The person who follows reason in all things will have both leisure and a readiness to act—they are at once both cheerful and self-composed.” —MARCUS AURELIUS, MEDITATIONS, 10.12b
December 1st|PRETEND TODAY IS THE END|“Let us prepare our minds as if we’d come to the very end of life. Let us postpone nothing. Let us balance life’s books each day. . . . The one who puts the finishing touches on their life each day is never short of time.” —SENECA, MORAL LETTERS, 101.7b–8a
December 2nd|DON’T MIND ME, I’M ONLY DYING SLOW|“Let each thing you would do, say or intend be like that of a dying person.” —MARCUS AURELIUS, MEDITATIONS, 2.11.1
December 3rd|THE PHILOSOPHER AS AN ARTISAN OF LIFE AND DEATH|“Philosophy does not claim to get a person any external possession. To do so would be beyond its field. As wood is to the carpenter, bronze to the sculptor, so our own lives are the proper material in the art of living.” —EPICTETUS, DISCOURSES, 1.15.2
December 4th|YOU DON’T OWN THAT|“Anything that can be prevented, taken away, or coerced is not a person’s own—but those things that can’t be blocked are their own.” —EPICTETUS, DISCOURSES, 3.24.3
December 5th|THE BENEFITS OF SOBERING THOUGHTS|“Keep death and exile before your eyes each day, along with everything that seems terrible—by doing so, you’ll never have a base thought nor will you have excessive desire.” —EPICTETUS, ENCHIRIDION, 21
December 6th|THE SWORD DANGLES OVER YOU|“Don’t behave as if you are destined to live forever. What’s fated hangs over you. As long as you live and while you can, become good now.” —MARCUS AURELIUS, MEDITATIONS, 4.17
December 7th|THE CARDS WE’RE DEALT|“Think of the life you have lived until now as over and, as a dead man, see what’s left as a bonus and live it according to Nature. Love the hand that fate deals you and play it as your own, for what could be more fitting?” —MARCUS AURELIUS, MEDITATIONS, 7.56–57
December 8th|DON’T HIDE FROM YOUR FEELINGS|“It’s better to conquer grief than to deceive it.” —SENECA, ON CONSOLATION TO HELVIA, 17.1b
December 9th|SPENDTHRIFTS OF TIME|“Were all the geniuses of history to focus on this single theme, they could never fully express their bafflement at the darkness of the human mind. No person would give up even an inch of their estate, and the slightest dispute with a neighbor can mean hell to pay; yet we easily let others encroach on our lives—worse, we often pave the way for those who will take it over. No person hands out their money to passersby, but to how many do each of us hand out our lives! We’re tight-fisted with property and money, yet think too little of wasting time, the one thing about which we should all be the toughest misers.” —SENECA, ON THE BREVITY OF LIFE, 3.1–2
December 10th|DON’T SELL YOURSELF TOO CHEAPLY|“I say, let no one rob me of a single day who isn’t going to make a full return on the loss.” —SENECA, ON TRANQUILITY OF MIND, 1.11b
December 11th|DIGNITY AND BRAVERY|“As Cicero says, we hate gladiators if they are quick to save their lives by any means; we favor them if they show contempt for their lives.” —SENECA, ON TRANQUILITY OF MIND, 11.4b
December 12th|THE BEAT GOES ON|“Walk the long gallery of the past, of empires and kingdoms succeeding each other without number. And you can also see the future, for surely it will be exactly the same, unable to deviate from the present rhythm. It’s all one whether we’ve experienced forty years or an aeon. What more is there to see?” —MARCUS AURELIUS, MEDITATIONS, 7.49
December 13th|IT’S JUST A NUMBER|“You aren’t bothered, are you, because you weigh a certain amount and not twice as much? So why get worked up that you’ve been given a certain lifespan and not more? Just as you are satisfied with your normal weight, so you should be with the time you’ve been given.” —MARCUS AURELIUS, MEDITATIONS, 6.49
December 14th|WHAT WE SHOULD KNOW BY THE END|“Soon you will die, and still you aren’t sincere, undisturbed, or free from suspicion that external things can harm you, nor are you gracious to all, knowing that wisdom and acting justly are one and the same.” —MARCUS AURELIUS, MEDITATIONS, 4.37
December 15th|A SIMPLE WAY TO MEASURE OUR DAYS|“This is the mark of perfection of character—to spend each day as if it were your last, without frenzy, laziness, or any pretending.” —MARCUS AURELIUS, MEDITATIONS, 7.69
December 16th|EVERLASTING GOOD HEALTH|“I tell you, you only have to learn to live like the healthy person does . . . living with complete confidence. What confidence? The only one worth holding, in what is trustworthy, unhindered, and can’t be taken away—your own reasoned choice.” —EPICTETUS, DISCOURSES, 3.26.23b–24
December 17th|KNOW THYSELF—BEFORE IT’S TOO LATE|“Death lies heavy upon one who, known exceedingly well by all, dies unknown to himself.” —SENECA, THYESTES, 400
December 18th|WHAT COMES TO US ALL|“Both Alexander the Great and his mule-keeper were both brought to the same place by death—they were either received into the all-generative reason, or scattered among the atoms.” —MARCUS AURELIUS, MEDITATIONS, 6.24
December 19th|HUMAN SCALE|“Think of the whole universe of matter and how small your share. Think about the expanse of time and how brief—almost momentary—the part marked for you. Think of the workings of fate and how infinitesimal your role.” —MARCUS AURELIUS, MEDITATIONS, 5.24
December 20th|FEAR THE FEAR OF DEATH|“Do you then ponder how the supreme of human evils, the surest mark of the base and cowardly, is not death, but the fear of death? I urge you to discipline yourself against such fear, direct all your thinking, exercises, and reading this way—and you will know the only path to human freedom.” —EPICTETUS, DISCOURSES, 3.26.38–39
December 21st|WHAT DO YOU HAVE TO SHOW FOR YOUR YEARS?|“Many times an old man has no other evidence besides his age to prove he has lived a long time.” —SENECA, ON TRANQUILITY OF MIND, 3.8b
December 22nd|STAKE YOUR OWN CLAIM|“For it’s disgraceful for an old person, or one in sight of old age, to have only the knowledge carried in their notebooks. Zeno said this . . . what do you say? Cleanthes said that . . . what do you say? How long will you be compelled by the claims of another? Take charge and stake your own claim—something posterity will carry in its notebook.” —SENECA, MORAL LETTERS, 33.7
December 23rd|WHAT ARE YOU SO AFRAID OF LOSING?|“You are afraid of dying. But, come now, how is this life of yours anything but death?” —SENECA, MORAL LETTERS, 77.18
December 24th|MEANINGLESS . . . LIKE A FINE WINE|“You know what wine and liqueur tastes like. It makes no difference whether a hundred or a thousand bottles pass through your bladder—you are nothing more than a filter.” —SENECA, MORAL LETTERS, 77.16
December 25th|DON’T BURN THE CANDLE AT BOTH ENDS|“The mind must be given relaxation—it will rise improved and sharper after a good break. Just as rich fields must not be forced—for they will quickly lose their fertility if never given a break—so constant work on the anvil will fracture the force of the mind. But it regains its powers if it is set free and relaxed for a while. Constant work gives rise to a certain kind of dullness and feebleness in the rational soul.” —SENECA, ON TRANQUILITY OF MIND, 17.5
December 26th|LIFE IS LONG—IF YOU KNOW HOW TO USE IT|“It’s not at all that we have too short a time to live, but that we squander a great deal of it. Life is long enough, and it’s given in sufficient measure to do many great things if we spend it well. But when it’s poured down the drain of luxury and neglect, when it’s employed to no good end, we’re finally driven to see that it has passed by before we even recognized it passing. And so it is—we don’t receive a short life, we make it so.” —SENECA, ON THE BREVITY OF LIFE, 1.3–4a
December 27th|DON’T LET YOUR SOUL GO FIRST|“It’s a disgrace in this life when the soul surrenders first while the body refuses to.” —MARCUS AURELIUS, MEDITATIONS, 6.29
December 28th|ON BEING REMEMBERED|“Everything lasts for a day, the one who remembers and the remembered.” —MARCUS AURELIUS, MEDITATIONS, 4.35
December 29th|GIVE THANKS|“In all things we should try to make ourselves be as grateful as possible. For gratitude is a good thing for ourselves, in a manner in which justice, commonly held to belong to others, is not. Gratitude pays itself back in large measure.” —SENECA, MORAL LETTERS, 81.19
December 30th|TAKING THE BITE OUT OF IT|“To bear trials with a calm mind robs misfortune of its strength and burden.” —SENECA, HERCULES OETAEUS, 231–232
December 31st|GET ACTIVE IN YOUR OWN RESCUE|“Stop wandering about! You aren’t likely to read your own notebooks, or ancient histories, or the anthologies you’ve collected to enjoy in your old age. Get busy with life’s purpose, toss aside empty hopes, get active in your own rescue—if you care for yourself at all—and do it while you can.” —MARCUS AURELIUS, MEDITATIONS, 3.14
